id,type,from,to,days,dist,key,ID,homeport,No_trips
DOM841,DOM,AKLWESTHAV,Great Barrier,6,87.9603970545836,841,Y841,AKL_WESTHAV,12
DOM842,DOM,Wellington,Fiordland,42,673.667538552957,842,Y842,Wellington,5
DOM842,DOM,Wellington,Picton,56,65.1801350105997,842,Y842,Wellington,5
DOM845,DOM,AKLBWM,Tutukaka,3,134.718447140694,845,Y845,AKL_BWM,20
DOM845,DOM,AKLBWM,Great Barrier,10,85.4524619305962,845,Y845,AKL_BWM,20
DOM845,DOM,AKLBWM,Opua,14,177.720555929808,845,Y845,AKL_BWM,20
DOM845,DOM,AKLBWM,Little Barrier,1,76.9044878404375,845,Y845,AKL_BWM,20
DOM847,DOM,AKLHMB,Bay of Islands,21,192.959742239152,847,Y847,AKL_HMB,30
DOM847,DOM,AKLHMB,Tutukaka,3,143.437582941152,847,Y847,AKL_HMB,30
DOM847,DOM,AKLHMB,Great Barrier,14,81.6589826657178,847,Y847,AKL_HMB,30
DOM847,DOM,AKLHMB,Waiheke Island,21,13.6500622709202,847,Y847,AKL_HMB,30
DOM847,DOM,AKLHMB,Opua,3,188.146868695708,847,Y847,AKL_HMB,30
DOM847,DOM,AKLHMB,Coromandel,14,53.5056046129749,847,Y847,AKL_HMB,30
DOM85,DOM,Opua,Bay of Islands,365,4.84592870356137,85,Y85,Russell,0
DOM850,DOM,AKLWESTHAV,Bay of Islands,10,183.789278318949,850,Y850,AKL_WESTHAV,40
DOM850,DOM,AKLWESTHAV,Port Fitzroy,1,90.0170122810128,850,Y850,AKL_WESTHAV,40
DOM850,DOM,AKLWESTHAV,Mercury Islands,1,95.414435490653,850,Y850,AKL_WESTHAV,40
DOM850,DOM,AKLWESTHAV,Kawau Is,4,46.8842318909034,850,Y850,AKL_WESTHAV,40
DOM850,DOM,AKLWESTHAV,Waiheke Island,7,24.5345001986998,850,Y850,AKL_WESTHAV,40
