id,type,from,to,days,dist,key
DOM401,DOM,AKLPINE,Bay of Islands,20,196.990299316997,401
DOM401,DOM,AKLPINE,Tutukaka,1,146.433099058922,401
DOM401,DOM,AKLPINE,Kawau Is,5,53.2781381056058,401
DOM402,DOM,Dunedin,Stewart Island,1,222.687358419826,402
DOM403,DOM,AKLWESTHAV,Gulf Harbour,14,27.2313872213665,403
DOM404,DOM,AKLWESTHAV,Great Barrier,7,87.9603970545836,404
DOM406,DOM,AKLHMB,Great Barrier,10,81.6589826657178,406
DOM407,DOM,AKLDEV,AKLBWM,14,3.35596483890997,407
DOM408,DOM,AKLWESTHAV,Great Barrier,7,87.9603970545836,408
DOM409,DOM,AKLBBM,Bay of Islands,2,191.790306650258,409
DOM409,DOM,AKLBBM,Great Barrier,12,80.5244264183235,409
DOM41,DOM,AKLHMB,Waiheke Island,18,13.6500622709202,41
DOM41,DOM,AKLHMB,Coromandel,4,53.5056046129749,41
DOM411,DOM,AKLPINE,Coromandel,2,46.3822608871107,411
DOM413,DOM,AKLPINE,Tutukaka,2,146.433099058922,413
DOM413,DOM,AKLPINE,Great Barrier,7,77.8466200293886,413
DOM413,DOM,AKLPINE,Whangarei,3,138.471630668524,413
DOM413,DOM,AKLPINE,Waiheke Island,4,10.3364645793424,413
DOM413,DOM,AKLPINE,Opua,1,192.199928459924,413
DOM415,DOM,AKLBWM,Poor Knight Is,1,150.420340379883,415
DOM415,DOM,AKLBWM,Tutukaka,2,134.718447140694,415
DOM415,DOM,AKLBWM,Opua,10,177.720555929808,415
DOM416,DOM,AKLWESTHAV,Great Barrier,7,87.9603970545836,416
DOM416,DOM,AKLWESTHAV,AKLWESTPARK,7,9.29800516239908,416
DOM417,DOM,AKLHMB,AKLWESTHAV,1,14.5848997254009,417
DOM417,DOM,AKLHMB,Great Barrier,9,81.6589826657178,417
DOM417,DOM,AKLHMB,Gulf Harbour,1,32.226191987264,417
DOM417,DOM,AKLHMB,AKLVIA,1,13.2505471585139,417
DOM418,DOM,Gulf Harbour,Great Barrier,6,67.8647552121129,418
DOM42,DOM,AKLWESTPARK,Tutukaka,3,132.393070060332,42
DOM42,DOM,AKLWESTPARK,Opua,21,173.419205972118,42
DOM424,DOM,Nelson,Picton,37,61.5845841099865,424
